"用例编号","所属产品","所属模块","相关需求","用例标题","前置条件","步骤","预期","实际情况","关键词","优先级","用例类型","适用阶段","用例状态","B","R","S","结果","由谁创建","创建日期","最后修改者","修改日期","用例版本","相关用例"
"10519","DBShop(#10)","客户管理模块(#150)","","输入的”电子邮件“为已经存在的邮件地址的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户11”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_2@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000011
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 提示“该邮箱已经存在”
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存失败，提示”该邮箱已经存在”
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10518","DBShop(#10)","客户管理模块(#150)","","输入的”电子邮件“格式错误的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户10”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_10”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000010
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 提示“电子邮箱格式错误”
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存失败，提示”电子邮箱格式错误”
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10517","DBShop(#10)","客户管理模块(#150)","","不输入“登陆名称”的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”不填写
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_9@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000009
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 提示”请输入客户名“
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存失败，提示”请输入客户名”
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10516","DBShop(#10)","客户管理模块(#150)","","输入的“登陆名称”为特殊字符的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“####”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_8@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000008
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存成功，”管理客户界面“出现”###“客户
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10515","DBShop(#10)","客户管理模块(#150)","","输入的“登陆名称”为已经存在的名称的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.png”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户2”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_7@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000007
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 提示”该客户名已存在“
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存失败，提示”该客户名已存在“
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10514","DBShop(#10)","客户管理模块(#150)","","填写的“客户分组”与现有积分不匹配的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择““黄金会员
6. “登陆名称”填写为“测试用例客户6”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_6@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000006
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 输入成功
5. 输入成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存成功，”测试用例客户6“的等级自动降为”普通会员“
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 
12. 没有降级成功
","","3","功能测试","","正常","1","1","12","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10513","DBShop(#10)","客户管理模块(#150)","","不选择“客户分组”的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”不选择
6. “登陆名称”填写为“测试用例客户5”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_5@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000005
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 输入成功
5. 提示”选择分组“
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存失败，提示”请选择分组“
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10512","DBShop(#10)","客户管理模块(#150)","","上传的“头像”为git格式的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.gif”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户4”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_4@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000004
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 提示格式不正确
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存失败，提示”头像格式不正确“
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 
12. 没有提示。上传成功
","","3","功能测试","","正常","1","1","12","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10511","DBShop(#10)","客户管理模块(#150)","","上传的“头像”为pdf格式的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.pdf”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户3”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_3@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000003
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 提示格式不正确
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存失败，提示”头像格式不正确“
","1. 
2. 
3. 
4. 
5. 
6. 
7. 
8. 
9. 
10. 
11. 
12. 没有提示，保存成功
","","3","功能测试","","正常","1","1","12","失败","陈若繁","2018-12-03","","0000-00-00","1","",""
"10510","DBShop(#10)","客户管理模块(#150)","","上传的“头像”为png格式的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.png”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户2”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_2@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000002
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存成功，”管理客户界面“出现”测试用例客户2“
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
"10509","DBShop(#10)","客户管理模块(#150)","","上传的“头像”为jpg格式的情况下，验证“添加新客户”的功能","1.网络连接良好
2.登录后台","1. 点击导航栏中的“客户管理”模块
2. 在下拉菜单中选择“管理客户
3. 点击“添加新客户”按钮
4. 上传一张“.jpg”格式的头像
5. “客户分组”选择为“普通会员”
6. “登陆名称”填写为“测试用例客户2”
7. “性别”填写为“女”
8. “电子邮件”填写为“testcase_2@qq.com”
9. “客户密码”填写为“testtest”
10. “确认密码”填写为“testtest”
11. “手机号码”填写为““13800000002
12. 点击“保存客户信息”按钮
","1. 弹出下拉菜单
2. 跳转到“管理客户”页面
3. 跳转到”添加新客户“的界面
4. 上传成功
5. 选择成功
6. 输入成功
7. 输入成功
8. 输入成功
9. 输入成功
10. 输入成功
11. 输入成功
12. 保存成功，”管理客户界面“出现”测试用例客户2“
","","","3","功能测试","","正常","0","1","12","通过","陈若繁","2018-12-03","","0000-00-00","1","",""
